APPOINTMENT_ODU_ID,PRACTICE_ODU_ID,PRACTICE_NAME,PATIENT_ODU_ID,RESOURCE_ODU_ID,APPOINTMENT_DATE,APPOINTMENT_DATETIME,DURATION,PIMS_SOURCE,PIMS_SCHEDULE_TYPE,PIMS_STATUS,NOTES,APPOINTMENT_TYPE,IS_CANCELED_APPOINTMENT,ODU_IS_DELETED,CREATED_DATE,APPT_DATE,TOTAL_AMOUNT,TOTAL_QTY,ANY_INCLINIC,ANY_REVENUE,TXN_COUNT,NO_SHOW,LEAD_TIME_HOURS,DAY_OF_WEEK,HOUR_OF_DAY,MONTH,WEEKDAY_NUM,IS_WEEKEND,IS_MORNING_SLOT,IS_AFTERNOON_SLOT,IS_EVENING_SLOT,DURATION_MIN,PREV_APPT_DATE,DAYS_SINCE_LAST_APPT,PAST_NOSHOW_RATE,RESOURCE_NOSHOW_RATE,PRACTICE_NOSHOW_RATE,IS_MONTH_START,IS_MONTH_END
192749-1359,1359-location,Emergency Care Hospital,21951-1359,1-1359,2025-01-24,2025-01-24 08:30:00,30,Appointment,Recheck,Kept,ear re-check,Professional Services,False,False,2025-01-10,2025-01-24,260.67,48.0,True,True,4.0,False,344.5,Friday,8,1,4,False,True,False,False,30,2025-01-10 09:00:00,13.0,0.0,0.046357615894039736,0.1589310829817159,False,False
192899-1359,1359-location,Emergency Care Hospital,2196-1359,1-1359,2025-01-24,2025-01-24 17:00:00,30,Appointment,Examination,Kept,"VETSTORIA Nails trimmed and anal glands expressed -_x000D_
_x000D_
1/21/2025 9:06 AM: Confirmed via PetDesk",Professional Services,False,False,2025-01-15,2025-01-24,206.43,8.0,True,True,8.0,False,233.0,Friday,17,1,4,False,False,False,True,30,,,,0.046357615894039736,0.1589310829817159,False,False
19261-1359,1359-location,Emergency Care Hospital,21964-1359,1-1359,2025-01-24,2025-01-24 13:30:00,30,Appointment,Examination,Kept,"Annual exam_x000D_
1/21/2025 9:05 AM: Confirmed via PetDesk",Professional Services,False,False,2025-01-06,2025-01-24,168.5,3.0,True,True,3.0,False,445.5,Friday,13,1,4,False,False,True,False,30,,,,0.046357615894039736,0.1589310829817159,False,False
192768-1359,1359-location,Emergency Care Hospital,2197-1359,8-1359,2025-01-13,2025-01-13 15:00:00,30,Appointment,Examination,Rescheduled,,Professional Services,False,False,2025-01-10,2025-01-13,0.0,,False,False,,True,87.0,Monday,15,1,0,False,False,True,False,30,,,,0.8625592417061612,0.1589310829817159,False,False
192792-1359,1359-location,Emergency Care Hospital,2197-1359,12-1359,2025-01-15,2025-01-15 15:30:00,30,Appointment,Examination,Late,,Professional Services,False,False,2025-01-10,2025-01-15,404.23,9.0,True,True,9.0,False,135.5,Wednesday,15,1,2,False,False,True,False,30,2025-01-13 15:00:00,2.0,1.0,0.023668639053254437,0.1589310829817159,False,False
192917-1359,1359-location,Emergency Care Hospital,2197-1359,8-1359,2025-01-21,2025-01-21 07:45:00,15,Appointment,Dental cleaning,Rescheduled,"dental D/O at 7:45am, PAS done_x000D_
_x000D_
1/18/2025 9:01 AM: Confirmed via PetDesk_x000D_
_x000D_
Lmr that we need to reschedule dental- ae",Dentistry,False,False,2025-01-15,2025-01-21,0.0,,False,False,,True,151.75,Tuesday,7,1,1,False,True,False,False,15,2025-01-15 15:30:00,5.0,0.5,0.8625592417061612,0.1589310829817159,False,False
19312-1359,1359-location,Emergency Care Hospital,2197-1359,1-1359,2025-01-23,2025-01-23 07:45:00,15,Appointment,Dental cleaning,Kept,"dental D/O at 7:45am, PAS done_x000D_
1/18/2025 9:01 AM: Confirmed via PetDesk",Dentistry,False,False,2025-01-15,2025-01-23,3009.51,71.43,True,True,22.0,False,199.75,Thursday,7,1,3,False,True,False,False,15,2025-01-21 07:45:00,2.0,0.6666666666666666,0.046357615894039736,0.1589310829817159,False,False
193169-1359,1359-location,Emergency Care Hospital,2197-1359,1-1359,2025-02-03,2025-02-03 11:45:00,15,Appointment,Recheck,Late,"Recheck DNT Extractions_x000D_
_x000D_
1/31/2025 9:03 AM: Confirmed via PetDesk_x000D_
_x000D_
CANT FIND CHART",Professional Services,False,False,2025-01-23,2025-02-03,1.0,1.0,True,True,1.0,False,275.75,Monday,11,2,0,False,True,False,False,15,2025-01-23 07:45:00,11.0,0.5,0.046357615894039736,0.1589310829817159,False,False
19298-1359,1359-location,Emergency Care Hospital,2197-1359,8-1359,2025-02-17,2025-02-17 07:30:00,15,Appointment,Surgery,Rescheduled,"dental_x000D_
drop off 7:30 am_x000D_
pas done",Surgery,False,False,2025-01-15,2025-02-17,0.0,,False,False,,True,799.5,Monday,7,2,0,False,True,False,False,15,2025-02-03 11:45:00,13.0,0.4,0.8625592417061612,0.1589310829817159,False,False
192377-1359,1359-location,Emergency Care Hospital,21973-1359,8-1359,2025-01-14,2025-01-14 09:30:00,15,Appointment,Tech appts,Rescheduled,"Chart in pharm_x000D_
_x000D_
1/11/2025 9:05 AM: Confirmed via PetDesk",Professional Services,False,False,2024-12-27,2025-01-14,0.0,,False,False,,True,441.5,Tuesday,9,1,1,False,True,False,False,15,,,,0.8625592417061612,0.1589310829817159,False,False
192836-1359,1359-location,Emergency Care Hospital,21973-1359,1-1359,2025-01-17,2025-01-17 15:45:00,15,Appointment,Tech appts,Late,"Chart in pharm_x000D_
_x000D_
1/11/2025 9:05 AM: Confirmed via PetDesk",Professional Services,False,False,2024-12-27,2025-01-17,515.27,28.0,True,True,6.0,False,519.75,Friday,15,1,4,False,False,True,False,15,2025-01-14 09:30:00,3.0,1.0,0.046357615894039736,0.1589310829817159,False,False
1932-1359,1359-location,Emergency Care Hospital,21973-1359,12-1359,2025-01-28,2025-01-28 15:30:00,30,Appointment,Examination,Kept,"Web Appointment - Matched_x000D_
VETSTORIA -  - Billy (Dog) - Sarah and Daniel Buettner - Exam - Sick or Injured Pet [Veterinarian : Dr. Deborah Adams(No Preference)] - I think that Billy has an ear infection - shaking his head constantly and scratching his ...",Professional Services,False,False,2025-01-27,2025-01-28,167.38,6.0,True,True,6.0,False,39.5,Tuesday,15,1,1,False,False,True,False,30,2025-01-17 15:45:00,10.0,0.5,0.023668639053254437,0.1589310829817159,False,False
192599-1359,1359-location,Emergency Care Hospital,21974-1359,12-1359,2025-01-13,2025-01-13 07:30:00,15,Appointment,Surgery,Late,"D/O off at 7:30 Dental, no obvious extractions.",Surgery,False,False,2025-01-06,2025-01-13,970.97,13.63,True,True,14.0,False,175.5,Monday,7,1,0,False,True,False,False,15,,,,0.023668639053254437,0.1589310829817159,False,False
192433-1359,1359-location,Emergency Care Hospital,21977-1359,1-1359,2025-01-10,2025-01-10 11:00:00,30,Appointment,Recheck,Late,VETSTORIA  Glucose check -,Professional Services,False,False,2024-12-30,2025-01-10,73.8,4.0,True,True,4.0,False,275.0,Friday,11,1,4,False,True,False,False,30,,,,0.046357615894039736,0.1589310829817159,False,False
19312-1359,1359-location,Emergency Care Hospital,21979-1359,86-1359,2025-02-12,2025-02-12 10:15:00,30,Appointment,Tech appts,Late,"nails?_x000D_
anals",Professional Services,False,False,2025-01-22,2025-02-12,37.63,2.0,True,True,2.0,False,514.25,Wednesday,10,2,2,False,True,False,False,30,,,,0.08421052631578947,0.1589310829817159,False,False
192576-1359,1359-location,Emergency Care Hospital,2198-1359,1-1359,2025-01-07,2025-01-07 16:00:00,15,Appointment,Tech appts,No Show,nails and anals,Professional Services,True,False,2025-01-06,2025-01-07,0.0,,False,False,,True,40.0,Tuesday,16,1,1,False,False,True,False,15,,,,0.046357615894039736,0.1589310829817159,False,False
19177-1359,1359-location,Emergency Care Hospital,2198-1359,5-1359,2025-02-12,2025-02-12 08:00:00,15,Appointment,Dental cleaning,Kept,"Dental, pas done,  extraction of 4 incisors_x000D_
_x000D_
2/9/2025 9:13 AM: Confirmed via PetDesk",Dentistry,False,False,2024-11-18,2025-02-12,1016.26,36.2,True,True,20.0,False,2072.0,Wednesday,8,2,2,False,True,False,False,15,2025-01-07 16:00:00,35.0,1.0,0.023316062176165803,0.1589310829817159,False,False
193111-1359,1359-location,Emergency Care Hospital,21982-1359,1-1359,2025-01-23,2025-01-23 15:30:00,30,Appointment,Examination,Kept,"VETSTORIA -Seems fine but no longer wants to eat his wet food. We're trying different kinds. _x000D_
He does eat his dry food but doesn't snarf it up at once._x000D_
Seems affectionate. -",Professional Services,False,False,2025-01-22,2025-01-23,0.0,,False,False,,True,39.5,Thursday,15,1,3,False,False,True,False,30,,,,0.046357615894039736,0.1589310829817159,False,False
193181-1359,1359-location,Emergency Care Hospital,21986-1359,12-1359,2025-02-10,2025-02-10 16:00:00,15,Appointment,Examination,Kept,2/7/2025 9:04 AM: Confirmed via PetDesk,Professional Services,False,False,2025-01-24,2025-02-10,285.5,5.0,True,True,5.0,False,424.0,Monday,16,2,0,False,False,True,False,15,,,,0.023668639053254437,0.1589310829817159,False,False
19294-1359,1359-location,Emergency Care Hospital,2199-1359,1-1359,2025-01-22,2025-01-22 09:30:00,30,Appointment,Examination,Kept,"limping on front left after running in yard 1/14. Trying rest and Rimadyl until this appointment. O knows to fast in case RADs are needed._x000D_
_x000D_
1/19/2025 9:01 AM: Confirmed via PetDesk",Professional Services,False,False,2025-01-15,2025-01-22,163.92000000000002,30.0,True,True,3.0,False,177.5,Wednesday,9,1,2,False,True,False,False,30,,,,0.046357615894039736,0.1589310829817159,False,False
192877-1359,1359-location,Emergency Care Hospital,22-1359,12-1359,2025-01-16,2025-01-16 10:30:00,15,Appointment,Tech appts,Kept,nail trim,Professional Services,False,False,2025-01-14,2025-01-16,33.87,2.0,True,True,2.0,False,58.5,Thursday,10,1,3,False,True,False,False,15,,,,0.023668639053254437,0.1589310829817159,False,False
193193-1359,1359-location,Emergency Care Hospital,221-1359,5-1359,2025-01-27,2025-01-27 16:00:00,30,Appointment,Examination,Late,"limping dramatic for first 5-6 steps after resting, seems like its both legs, O noticed it begin about 2 weeks ago and it's been getting worse. grumpy/moody lately, will hiss and swat at people if they get up in his business too much _x000D_
_x000D_
if p needs to ...",Professional Services,False,False,2025-01-24,2025-01-27,513.16,6.0,True,True,6.0,False,88.0,Monday,16,1,0,False,False,True,False,30,,,,0.023316062176165803,0.1589310829817159,False,False
19449-1359,1359-location,Emergency Care Hospital,221-1359,1-1359,2025-02-14,2025-02-14 16:00:00,30,Appointment,Examination,Late,"Significant limping Left rear leg_x000D_
(has been getting worse over the last couple of months)_x000D_
vx if okay_x000D_
owner is aware he may have to come back for radiographs",Professional Services,False,False,2025-02-12,2025-02-14,174.92000000000002,35.0,True,True,6.0,False,64.0,Friday,16,2,4,False,False,True,False,30,2025-01-27 16:00:00,18.0,0.0,0.046357615894039736,0.1589310829817159,False,False
194747-1359,1359-location,Emergency Care Hospital,221-1359,86-1359,2025-02-26,2025-02-26 11:45:00,30,Appointment,Tech appts,Late,anals,Professional Services,False,False,2025-02-25,2025-02-26,37.63,2.0,True,True,2.0,False,35.75,Wednesday,11,2,2,False,True,False,False,30,2025-02-14 16:00:00,11.0,0.0,0.08421052631578947,0.1589310829817159,False,False
192461-1359,1359-location,Emergency Care Hospital,22124-1359,5-1359,2025-01-02,2025-01-02 12:30:00,30,Appointment,Examination,Kept,"VETSTORIA - Skin lesion No, this is not an emergency._x000D_
_x000D_
due for vax want to do?",Professional Services,False,False,2024-12-31,2025-01-02,597.26,12.0,True,True,12.0,False,60.5,Thursday,12,1,3,False,False,True,False,30,,,,0.023316062176165803,0.1589310829817159,False,False
192515-1359,1359-location,Emergency Care Hospital,22124-1359,8-1359,2025-01-15,2025-01-15 08:00:00,15,Appointment,,Rescheduled,"Dental, pas done",Professional Services,False,False,2025-01-02,2025-01-15,0.0,,False,False,,True,320.0,Wednesday,8,1,2,False,True,False,False,15,2025-01-02 12:30:00,12.0,0.0,0.8625592417061612,0.1589310829817159,False,False
192746-1359,1359-location,Emergency Care Hospital,22124-1359,8-1359,2025-01-22,2025-01-22 08:00:00,15,Appointment,,Rescheduled,"Dental, pas done_x000D_
_x000D_
lmr that we need to reschedule dental cleaning. ae",Professional Services,False,False,2025-01-02,2025-01-22,0.0,,False,False,,True,488.0,Wednesday,8,1,2,False,True,False,False,15,2025-01-15 08:00:00,7.0,0.5,0.8625592417061612,0.1589310829817159,False,False
19324-1359,1359-location,Emergency Care Hospital,22124-1359,1-1359,2025-01-28,2025-01-28 07:45:00,15,Appointment,Dental cleaning,Late,"D/O 7:45am; Dental, pas done_x000D_
1/25/2025 12:10 PM: Confirmed via PetDesk",Dentistry,False,False,2025-01-02,2025-01-28,840.95,10.5,True,True,11.0,False,631.75,Tuesday,7,1,1,False,True,False,False,15,2025-01-22 08:00:00,5.0,0.6666666666666666,0.046357615894039736,0.1589310829817159,False,False
19266-1359,1359-location,Emergency Care Hospital,22133-1359,8-1359,2025-01-16,2025-01-16 15:30:00,15,Appointment,,Cancelled,,Professional Services,True,False,2025-01-07,2025-01-16,0.0,,False,False,,True,231.5,Thursday,15,1,3,False,False,True,False,15,,,,0.8625592417061612,0.1589310829817159,False,False
192661-1359,1359-location,Emergency Care Hospital,22133-1359,1-1359,2025-01-17,2025-01-17 15:30:00,15,Appointment,Tech appts,Kept,PAS,Professional Services,False,False,2025-01-07,2025-01-17,122.0,1.0,True,True,1.0,False,255.5,Friday,15,1,4,False,False,True,False,15,2025-01-16 15:30:00,1.0,1.0,0.046357615894039736,0.1589310829817159,False,False
192512-1359,1359-location,Emergency Care Hospital,22135-1359,12-1359,2025-01-06,2025-01-06 16:30:00,30,Appointment,Examination,Late,O would like to do VARL Testing for pt as well,Professional Services,False,False,2025-01-02,2025-01-06,689.0,5.0,True,True,5.0,False,112.5,Monday,16,1,0,False,False,True,False,30,,,,0.023668639053254437,0.1589310829817159,False,False
194843-1359,1359-location,Emergency Care Hospital,22143-1359,1-1359,2025-02-27,2025-02-27 16:30:00,30,Appointment,Examination,Kept,,Professional Services,False,False,2025-02-27,2025-02-27,209.46,10.0,True,True,10.0,False,16.5,Thursday,16,2,3,False,False,True,False,30,,,,0.046357615894039736,0.1589310829817159,False,False
19461-1359,1359-location,Emergency Care Hospital,22156-1359,86-1359,2025-02-25,2025-02-25 12:15:00,30,Appointment,Tech appts,Late,"nails_x000D_
_x000D_
2/22/2025 3:04 PM: Confirmed via PetDesk",Professional Services,False,False,2025-02-19,2025-02-25,33.87,2.0,True,True,2.0,False,156.25,Tuesday,12,2,1,False,False,True,False,30,,,,0.08421052631578947,0.1589310829817159,False,False
19323-1359,1359-location,Emergency Care Hospital,2216-1359,5-1359,2025-01-21,2025-01-21 13:45:00,15,Appointment,Tech appts,Kept,chart in food room; check incision site - may still be 1 suture left,Professional Services,False,False,2025-01-20,2025-01-21,31.33,7.0,True,True,2.0,False,37.75,Tuesday,13,1,1,False,False,True,False,15,,,,0.023316062176165803,0.1589310829817159,False,False
191948-1359,1359-location,Emergency Care Hospital,22164-1359,8-1359,2025-01-06,2025-01-06 15:30:00,30,Appointment,Examination,Cancelled,DO: Exam and vaccines,Professional Services,True,False,2024-12-09,2025-01-06,0.0,,False,False,,True,687.5,Monday,15,1,0,False,False,True,False,30,,,,0.8625592417061612,0.1589310829817159,False,False
192821-1359,1359-location,Emergency Care Hospital,22164-1359,1-1359,2025-01-16,2025-01-16 15:45:00,30,Appointment,Examination,Kept,,Professional Services,False,False,2025-01-13,2025-01-16,308.08,5.0,True,True,5.0,False,87.75,Thursday,15,1,3,False,False,True,False,30,2025-01-06 15:30:00,10.0,1.0,0.046357615894039736,0.1589310829817159,False,False
193273-1359,1359-location,Emergency Care Hospital,22166-1359,86-1359,2025-02-13,2025-02-13 16:15:00,30,Appointment,Tech appts,Kept,"nails_x000D_
_x000D_
2/10/2025 9:05 AM: Confirmed via PetDesk",Professional Services,False,False,2025-01-28,2025-02-13,34.870000000000005,3.0,True,True,3.0,False,400.25,Thursday,16,2,3,False,False,True,False,30,,,,0.08421052631578947,0.1589310829817159,False,False
192134-1359,1359-location,Emergency Care Hospital,22172-1359,12-1359,2025-01-09,2025-01-09 09:30:00,30,Appointment,Examination,Late,,Professional Services,False,False,2024-12-16,2025-01-09,139.5,3.0,True,True,3.0,False,585.5,Thursday,9,1,3,False,True,False,False,30,,,,0.023668639053254437,0.1589310829817159,False,False
19445-1359,1359-location,Emergency Care Hospital,22178-1359,12-1359,2025-02-15,2025-02-15 11:30:00,30,Appointment,Examination,Late,annual physical exam - hasn't been seen since 2023; discuss vx (O knows that lepto/lyme needs boostering) and fecal; nails and anals,Professional Services,False,False,2025-02-14,2025-02-15,405.5,13.25,True,True,14.0,False,35.5,Saturday,11,2,5,True,True,False,False,30,,,,0.023668639053254437,0.1589310829817159,False,False
192713-1359,1359-location,Emergency Care Hospital,2218-1359,1-1359,2025-01-09,2025-01-09 16:30:00,30,Appointment,Examination,Kept,"vx, fecal",Professional Services,False,False,2025-01-08,2025-01-09,273.38,5.0,True,True,5.0,False,40.5,Thursday,16,1,3,False,False,True,False,30,,,,0.046357615894039736,0.1589310829817159,False,False
192684-1359,1359-location,Emergency Care Hospital,2218-1359,8-1359,2025-01-10,2025-01-10 14:30:00,30,Appointment,Examination,Rescheduled,"vx, fecal",Professional Services,False,False,2025-01-08,2025-01-10,0.0,,False,False,,True,62.5,Friday,14,1,4,False,False,True,False,30,2025-01-09 16:30:00,0.0,0.0,0.8625592417061612,0.1589310829817159,False,False
192237-1359,1359-location,Emergency Care Hospital,22181-1359,5-1359,2025-02-26,2025-02-26 07:30:00,15,Appointment,Dental cleaning,Late,"Dental, pas done_x000D_
emailed reminder voicemail was full",Dentistry,False,False,2024-12-19,2025-02-26,0.0,,False,False,,True,1663.5,Wednesday,7,2,2,False,True,False,False,15,,,,0.023316062176165803,0.1589310829817159,False,False
192674-1359,1359-location,Emergency Care Hospital,22187-1359,12-1359,2025-01-08,2025-01-08 11:00:00,30,Appointment,Examination,Late,pt favoring one paw since walk 4 days ago,Professional Services,False,False,2025-01-08,2025-01-08,165.54,28.0,True,True,5.0,False,11.0,Wednesday,11,1,2,False,True,False,False,30,,,,0.023668639053254437,0.1589310829817159,False,False
19337-1359,1359-location,Emergency Care Hospital,22187-1359,5-1359,2025-01-21,2025-01-21 10:00:00,30,Appointment,Examination,Late,Recheck paws,Professional Services,False,False,2025-01-21,2025-01-21,313.94,54.0,True,True,11.0,False,10.0,Tuesday,10,1,1,False,True,False,False,30,2025-01-08 11:00:00,12.0,0.0,0.023316062176165803,0.1589310829817159,False,False
192851-1359,1359-location,Emergency Care Hospital,22189-1359,12-1359,2025-01-20,2025-01-20 16:15:00,15,Appointment,Examination,Late,"DO: Annual exam and vaccines_x000D_
_x000D_
1/17/2025 9:01 AM: Confirmed via PetDesk",Professional Services,False,False,2025-01-14,2025-01-20,438.97,6.0,True,True,6.0,False,160.25,Monday,16,1,0,False,False,True,False,15,,,,0.023668639053254437,0.1589310829817159,False,False
19332-1359,1359-location,Emergency Care Hospital,22189-1359,12-1359,2025-02-10,2025-02-10 07:45:00,15,Appointment,,Kept,"dental. PAS done Lepto/Lyme #1 also_x000D_
7:45 am drop off",Professional Services,False,False,2025-01-20,2025-02-10,1601.82,39.35,True,True,21.0,False,511.75,Monday,7,2,0,False,True,False,False,15,2025-01-20 16:15:00,20.0,0.0,0.023668639053254437,0.1589310829817159,False,False
192852-1359,1359-location,Emergency Care Hospital,2219-1359,12-1359,2025-01-20,2025-01-20 16:30:00,15,Appointment,Examination,Kept,"DO: Annual exam and vaccines_x000D_
_x000D_
1/17/2025 9:01 AM: Confirmed via PetDesk",Professional Services,False,False,2025-01-14,2025-01-20,900.1800000000001,9.0,True,True,8.0,False,160.5,Monday,16,1,0,False,False,True,False,15,,,,0.023668639053254437,0.1589310829817159,False,False
19335-1359,1359-location,Emergency Care Hospital,2219-1359,12-1359,2025-02-10,2025-02-10 08:00:00,15,Appointment,Examination,Kept,vx,Professional Services,False,False,2025-01-20,2025-02-10,156.20999999999998,3.0,True,True,3.0,False,512.0,Monday,8,2,0,False,True,False,False,15,2025-01-20 16:30:00,20.0,0.0,0.023668639053254437,0.1589310829817159,False,False
192787-1359,1359-location,Emergency Care Hospital,22193-1359,1-1359,2025-01-16,2025-01-16 16:30:00,30,Appointment,Examination,Kept,"VETSTORIA Needs vaccinations -_x000D_
_x000D_
1/16/2025 4:07 PM: Confirmed via PetDesk",Professional Services,False,False,2025-01-12,2025-01-16,270.47,5.0,True,True,5.0,False,112.5,Thursday,16,1,3,False,False,True,False,30,,,,0.046357615894039736,0.1589310829817159,False,False
192219-1359,1359-location,Emergency Care Hospital,222-1359,1-1359,2025-01-02,2025-01-02 07:45:00,15,Appointment,Dental cleaning,Kept,"D/O: 7:45, PAS done Dental _x000D_
no lumpectomy_x000D_
No extractions until phone call is made to owner. Wants to be called and will be available all morning for the call.",Dentistry,False,False,2024-12-18,2025-01-02,813.26,12.62,True,True,12.0,False,367.75,Thursday,7,1,3,False,True,False,False,15,,,,0.046357615894039736,0.1589310829817159,False,False
193194-1359,1359-location,Emergency Care Hospital,222-1359,1-1359,2025-01-28,2025-01-28 16:00:00,30,Appointment,Examination,Late,1/25/2025 9:02 AM: Confirmed via PetDesk,Professional Services,False,False,2025-01-24,2025-01-28,150.5,3.0,True,True,3.0,False,112.0,Tuesday,16,1,1,False,False,True,False,30,2025-01-02 07:45:00,26.0,0.0,0.046357615894039736,0.1589310829817159,False,False
194451-1359,1359-location,Emergency Care Hospital,222-1359,5-1359,2025-02-24,2025-02-24 12:00:00,30,Appointment,Examination,Late,"booster_x000D_
_x000D_
2/21/2025 9:07 AM: Confirmed via PetDesk",Professional Services,False,False,2025-02-14,2025-02-24,100.66,2.0,True,True,2.0,False,252.0,Monday,12,2,0,False,False,True,False,30,2025-01-28 16:00:00,26.0,0.0,0.023316062176165803,0.1589310829817159,False,False
194316-1359,1359-location,Emergency Care Hospital,2221-1359,5-1359,2025-02-25,2025-02-25 10:00:00,30,Appointment,Examination,Kept,,Professional Services,False,False,2025-02-10,2025-02-25,434.18,5.0,True,True,5.0,False,370.0,Tuesday,10,2,1,False,True,False,False,30,,,,0.023316062176165803,0.1589310829817159,False,False
192451-1359,1359-location,Emergency Care Hospital,22213-1359,5-1359,2025-01-02,2025-01-02 12:00:00,15,Appointment,Tech appts,Kept,nails and anals,Professional Services,False,False,2024-12-30,2025-01-02,46.77,2.0,True,True,2.0,False,84.0,Thursday,12,1,3,False,False,True,False,15,,,,0.023316062176165803,0.1589310829817159,False,False
193154-1359,1359-location,Emergency Care Hospital,22215-1359,1-1359,2025-01-31,2025-01-31 13:30:00,30,Appointment,Examination,Late,"VETSTORIA Annual checkup, would also like vet to check a bump under her front leg as well as a recurring cough I?ve previously discussed but finally caught on camera. -_x000D_
_x000D_
1/28/2025 10:06 AM: Confirmed via PetDesk",Professional Services,False,False,2025-01-23,2025-01-31,822.95,32.0,True,True,10.0,False,205.5,Friday,13,1,4,False,False,True,False,30,,,,0.046357615894039736,0.1589310829817159,False,True
192738-1359,1359-location,Emergency Care Hospital,22216-1359,5-1359,2025-01-13,2025-01-13 17:15:00,15,Appointment,Tech appts,Late,"nails/anals_x000D_
_x000D_
1/10/2025 9:01 AM: Confirmed via PetDesk",Professional Services,False,False,2025-01-09,2025-01-13,33.74,2.0,True,True,2.0,False,113.25,Monday,17,1,0,False,False,False,True,15,,,,0.023316062176165803,0.1589310829817159,False,False
19347-1359,1359-location,Emergency Care Hospital,22216-1359,86-1359,2025-02-11,2025-02-11 12:45:00,30,Appointment,Tech appts,Kept,"nails_x000D_
_x000D_
2/8/2025 2:03 PM: Confirmed via PetDesk",Professional Services,False,False,2025-02-03,2025-02-11,23.81,2.0,True,True,2.0,False,204.75,Tuesday,12,2,1,False,False,True,False,30,2025-01-13 17:15:00,28.0,0.0,0.08421052631578947,0.1589310829817159,False,False
192529-1359,1359-location,Emergency Care Hospital,22217-1359,1-1359,2025-01-03,2025-01-03 16:30:00,30,Appointment,Examination,Kept,sneezing and had one accident in the house,Professional Services,False,False,2025-01-03,2025-01-03,309.59,16.0,True,True,9.0,False,16.5,Friday,16,1,4,False,False,True,False,30,,,,0.046357615894039736,0.1589310829817159,False,False
192712-1359,1359-location,Emergency Care Hospital,2222-1359,1-1359,2025-01-09,2025-01-09 15:00:00,30,Appointment,Examination,Kept,Chart in Pharm,Professional Services,False,False,2025-01-09,2025-01-09,259.18,34.0,True,True,5.0,False,15.0,Thursday,15,1,3,False,False,True,False,30,,,,0.046357615894039736,0.1589310829817159,False,False
193393-1359,1359-location,Emergency Care Hospital,2222-1359,5-1359,2025-02-11,2025-02-11 08:00:00,30,Appointment,Examination,Kept,"VETSTORIA: Archie - Wellness / Vaccinations. Needs fecal testing and a refill of Heartgard Plus (Large)._x000D_
_x000D_
2/8/2025 9:03 AM: Confirmed via PetDesk",Professional Services,False,False,2025-01-31,2025-02-11,548.64,6.0,True,True,5.0,False,272.0,Tuesday,8,2,1,False,True,False,False,30,2025-01-09 15:00:00,32.0,0.0,0.023316062176165803,0.1589310829817159,False,False
19247-1359,1359-location,Emergency Care Hospital,22221-1359,8-1359,2025-01-03,2025-01-03 14:30:00,30,Appointment,Examination,Cancelled,"VETSTORIA -  Time for more Heartgard -_x000D_
lmr - they dont really need an appointment for more hg... so unless they have other concerns they like, don't need to come in for an appointment until mid feb...",Professional Services,True,False,2024-12-28,2025-01-03,0.0,,False,False,,True,158.5,Friday,14,1,4,False,False,True,False,30,,,,0.8625592417061612,0.1589310829817159,False,False
193476-1359,1359-location,Emergency Care Hospital,22221-1359,1-1359,2025-02-21,2025-02-21 09:30:00,30,Appointment,Examination,Late,"VETSTORIA He is due for some vaccinations_x000D_
Lyme (LymeVax)_x000D_
Bordetella(IntraTracII-Scher.)_x000D_
Fecal Flotation -",Professional Services,False,False,2025-02-04,2025-02-21,583.76,10.0,True,True,9.0,False,417.5,Friday,9,2,4,False,True,False,False,30,2025-01-03 14:30:00,48.0,1.0,0.046357615894039736,0.1589310829817159,False,False
192533-1359,1359-location,Emergency Care Hospital,22234-1359,12-1359,2025-01-06,2025-01-06 13:00:00,15,Appointment,Tech appts,Kept,"CHART IN PHARM, PAS FOR APOQUEL/DES, NAILS",Professional Services,False,False,2025-01-03,2025-01-06,303.21,50.0,True,True,7.0,False,85.0,Monday,13,1,0,False,False,True,False,15,,,,0.023668639053254437,0.1589310829817159,False,False
192865-1359,1359-location,Emergency Care Hospital,22237-1359,5-1359,2025-01-30,2025-01-30 08:00:00,30,Appointment,Examination,Kept,"nail trim_x000D_
_x000D_
1/27/2025 9:03 AM: Confirmed via PetDesk",Professional Services,False,False,2025-01-14,2025-01-30,231.76,6.0,True,True,6.0,False,392.0,Thursday,8,1,3,False,True,False,False,30,,,,0.023316062176165803,0.1589310829817159,False,False
192924-1359,1359-location,Emergency Care Hospital,2224-1359,1-1359,2025-01-17,2025-01-17 12:30:00,30,Appointment,Examination,Kept,,Professional Services,False,False,2025-01-16,2025-01-17,424.68,6.0,True,True,6.0,False,36.5,Friday,12,1,4,False,False,True,False,30,,,,0.046357615894039736,0.1589310829817159,False,False
192938-1359,1359-location,Emergency Care Hospital,22244-1359,5-1359,2025-01-17,2025-01-17 10:30:00,15,Appointment,Tech appts,Kept,nails and anals,Professional Services,False,False,2025-01-16,2025-01-17,63.040000000000006,13.0,True,True,4.0,False,34.5,Friday,10,1,4,False,True,False,False,15,,,,0.023316062176165803,0.1589310829817159,False,False
